                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.83663,                0.46908,                0.90718,                0.94842,                0.73942,                0.84233,                0.42282,                 1.7831,                0.91961,                 1.3361,               0.002278,               0.002278,               0.002278
                    158,                0.82776,                0.47115,                0.90448,                0.92282,                0.74525,                0.84166,                0.41966,                  1.807,                  0.935,                 1.3519,              0.0022285,              0.0022285,              0.0022285
                    159,                0.82773,                0.47456,                0.90541,                   0.89,                0.75129,                0.83133,                0.41665,                 1.8122,                0.93099,                 1.3594,               0.002179,               0.002179,               0.002179
                    160,                0.83969,                0.46822,                0.90622,                0.89259,                 0.7504,                0.83262,                0.40159,                 1.8787,                0.93609,                 1.4004,              0.0021295,              0.0021295,              0.0021295
                    161,                 0.8487,                0.47802,                0.91272,                0.91515,                0.74734,                0.84481,                0.41027,                 1.8255,                0.93593,                 1.3566,                0.00208,                0.00208,                0.00208
                    162,                 0.8484,                0.47703,                0.91013,                 0.9342,                0.73325,                0.83953,                0.42267,                 1.8011,                0.92487,                  1.345,              0.0020305,              0.0020305,              0.0020305
                    163,                0.82494,                0.47062,                 0.9007,                0.93523,                0.73461,                0.84271,                0.42012,                 1.8077,                0.92038,                 1.3578,               0.001981,               0.001981,               0.001981
                    164,                  0.826,                0.46886,                0.89741,                0.93187,                0.75149,                0.85157,                0.42659,                 1.8065,                0.88499,                 1.3589,              0.0019315,              0.0019315,              0.0019315
                    165,                0.81556,                0.47235,                0.89122,                0.92387,                 0.7687,                 0.8578,                0.42798,                 1.7804,                0.89263,                 1.3449,               0.001882,               0.001882,               0.001882
                    166,                0.81091,                0.44782,                0.89029,                0.92656,                0.75128,                0.84952,                 0.4207,                 1.8189,                0.88462,                  1.373,              0.0018325,              0.0018325,              0.0018325
                    167,                0.81898,                0.45762,                0.89274,                0.93529,                0.74336,                0.84136,                0.42046,                  1.825,                0.90457,                 1.3716,               0.001783,               0.001783,               0.001783
                    168,                0.82841,                 0.4587,                0.90271,                0.91278,                0.74987,                0.83919,                0.41038,                 1.8176,                0.89949,                 1.3713,              0.0017335,              0.0017335,              0.0017335
                    169,                0.79743,                 0.4482,                0.89524,                0.90147,                0.77898,                0.84758,                0.41414,                 1.8322,                0.90789,                 1.3697,               0.001684,               0.001684,               0.001684
                    170,                0.81962,                0.45927,                0.89729,                0.85564,                0.78684,                0.84776,                  0.418,                 1.8319,                0.89653,                 1.3688,              0.0016345,              0.0016345,              0.0016345
                    171,                0.79602,                0.45611,                0.90207,                 0.9168,                  0.758,                0.85327,                0.42442,                 1.8109,                 0.8875,                 1.3587,               0.001585,               0.001585,               0.001585
                    172,                0.78329,                 0.4449,                0.89046,                0.91919,                0.76367,                  0.853,                0.43289,                 1.7892,                0.89717,                  1.349,              0.0015355,              0.0015355,              0.0015355
                    173,                0.79611,                0.44841,                0.89927,                0.93956,                0.75289,                0.85471,                 0.4302,                 1.7945,                0.91847,                 1.3594,               0.001486,               0.001486,               0.001486
                    174,                0.79696,                0.45212,                0.89493,                0.89625,                0.77295,                0.84539,                0.42409,                 1.7847,                0.91546,                 1.3432,              0.0014365,              0.0014365,              0.0014365
                    175,                0.76983,                0.43585,                 0.8833,                0.92124,                0.74598,                0.84328,                0.41752,                 1.8093,                0.91363,                 1.3649,               0.001387,               0.001387,               0.001387
                    176,                0.77324,                0.43141,                0.88655,                0.92713,                0.74289,                0.83983,                0.41002,                 1.8445,                0.96299,                 1.3959,              0.0013375,              0.0013375,              0.0013375
                    177,                0.76901,                0.42856,                0.88503,                0.87173,                0.78721,                 0.8388,                 0.4153,                 1.8275,                0.92828,                 1.3879,               0.001288,               0.001288,               0.001288
                    178,                0.76413,                0.43202,                0.88501,                 0.9138,                0.75043,                0.84764,                0.42288,                 1.8131,                0.92041,                  1.377,              0.0012385,              0.0012385,              0.0012385
                    179,                0.77651,                0.44218,                  0.887,                0.90156,                0.76832,                0.84954,                0.42184,                 1.8048,                0.91164,                 1.3769,               0.001189,               0.001189,               0.001189
                    180,                0.76299,                0.43296,                0.88276,                 0.8774,                0.76633,                 0.8445,                0.41316,                 1.8075,                0.93391,                 1.3703,              0.0011395,              0.0011395,              0.0011395
                    181,                0.76631,                0.42787,                0.88735,                0.91618,                 0.7589,                0.84669,                0.42199,                 1.7983,                0.90458,                 1.3695,                0.00109,                0.00109,                0.00109
                    182,                0.75516,                  0.436,                0.87311,                0.87627,                0.78641,                0.85032,                0.41824,                 1.8118,                0.93051,                 1.3806,              0.0010405,              0.0010405,              0.0010405
                    183,                0.76606,                0.42608,                0.87797,                0.89631,                0.78117,                0.85356,                0.42527,                 1.8019,                0.92893,                 1.3683,               0.000991,               0.000991,               0.000991
                    184,                0.75601,                0.43587,                0.87574,                0.88911,                 0.7817,                0.84924,                0.42539,                 1.7978,                0.92442,                 1.3538,              0.0009415,              0.0009415,              0.0009415
                    185,                0.75221,                0.42773,                0.88516,                0.88978,                0.77474,                0.85283,                0.42728,                 1.7877,                0.89142,                  1.355,               0.000892,               0.000892,               0.000892
                    186,                0.76887,                0.44328,                 0.8847,                0.84248,                0.80214,                0.85587,                0.43072,                 1.7897,                 0.8998,                 1.3694,              0.0008425,              0.0008425,              0.0008425
                    187,                0.71798,                0.40709,                0.86109,                 0.9213,                0.74208,                0.84717,                 0.4262,                 1.7989,                0.94776,                 1.3715,               0.000793,               0.000793,               0.000793
                    188,                 0.7319,                0.42216,                 0.8719,                0.91741,                0.74014,                0.84934,                0.42851,                 1.7933,                0.92305,                 1.3712,              0.0007435,              0.0007435,              0.0007435
                    189,                0.73374,                0.42652,                0.88058,                0.90918,                0.75415,                0.84277,                0.42956,                 1.7941,                0.91129,                  1.376,               0.000694,               0.000694,               0.000694
                    190,                0.74297,                0.41939,                0.87539,                0.89091,                0.75687,                0.84234,                 0.4291,                 1.8015,                0.92637,                 1.3807,              0.0006445,              0.0006445,              0.0006445
                    191,                0.73704,                0.39382,                0.89255,                0.90873,                0.75982,                0.84185,                0.41646,                 1.8148,                0.88621,                 1.3922,               0.000595,               0.000595,               0.000595
                    192,                0.69388,                0.37942,                0.87569,                0.87885,                0.77039,                0.84134,                0.41759,                 1.8032,                0.89634,                 1.3828,              0.0005455,              0.0005455,              0.0005455
                    193,                0.68163,                0.36843,                0.86847,                0.85771,                0.79137,                 0.8408,                0.42218,                 1.8026,                0.91212,                 1.3815,               0.000496,               0.000496,               0.000496
                    194,                0.68017,                0.37266,                0.87884,                0.89297,                0.78465,                0.84883,                0.42077,                 1.8004,                 0.9067,                 1.3779,              0.0004465,              0.0004465,              0.0004465
                    195,                0.67611,                0.37634,                0.86971,                0.87376,                0.78971,                0.84891,                0.41485,                 1.8059,                0.90056,                 1.3809,               0.000397,               0.000397,               0.000397
                    196,                0.65716,                 0.3649,                0.86427,                0.89059,                0.77894,                0.84785,                0.42258,                 1.7814,                0.89753,                 1.3642,              0.0003475,              0.0003475,              0.0003475
                    197,                0.67625,                0.36256,                0.87016,                0.88655,                0.78646,                0.84756,                0.42628,                 1.7894,                0.89448,                 1.3712,               0.000298,               0.000298,               0.000298
                    198,                0.67494,                0.36389,                0.86557,                 0.8859,                0.79091,                0.84803,                0.42489,                 1.7889,                0.89582,                 1.3702,              0.0002485,              0.0002485,              0.0002485
                    199,                0.64793,                0.35528,                0.86697,                0.89565,                0.78684,                0.85133,                0.42543,                  1.792,                0.90156,                 1.3731,               0.000199,               0.000199,               0.000199
                    200,                 0.6476,                0.35147,                0.86422,                0.90564,                0.77769,                0.85047,                0.42665,                 1.7843,                0.90397,                 1.3657,              0.0001495,              0.0001495,              0.0001495
